text,length,ind,aspects,polarities
This is one of our all-time favorite.,1,0,anecdotes/miscellaneous,positive
"Yeah, it's that good.",1,0,anecdotes/miscellaneous,positive
one of the best Chicken Tikka Masala.,1,0,food,positive
I go back in line like three times on average until I can't walk anymore.,1,0,anecdotes/miscellaneous,neutral
They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,1,0,service,negative
The spicy tuna and salmon are the best we've ever had.,1,0,food,positive
Will never be back.,1,0,anecdotes/miscellaneous,negative
I would go back tho.,1,0,anecdotes/miscellaneous,positive
I must say the view of NYC is so beautiful!,1,0,ambience,positive
Other apetizers and food,1,0,food,neutral
The main downside to the place is the nazi-like guy running it who constantly complains about the noise level.,1,0,service,negative
"That said, I thought Scalini Fedeli was one of the best dining experiences I've EVER had.",1,0,anecdotes/miscellaneous,positive
Finally a reliable Chinese restaurant!,1,0,anecdotes/miscellaneous,positive
Too bad Latin Quarters closed.,1,0,anecdotes/miscellaneous,neutral
"For some reason the place was empty when we got in and remained so for the entire evening, I don't understand why but we had a blast and will definately go back the next time we are in the area.",1,0,anecdotes/miscellaneous,positive
"Try the Pad Thai, it's fabulous and their prices are so cheap!",2,0,food,positive
But this place is a well-oiled machine so they know what they're doing.,1,0,anecdotes/miscellaneous,positive
"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",1,0,food,positive
Bon appettite!!,1,0,anecdotes/miscellaneous,positive
Great staff.,1,0,service,positive
Definitely a once a year treat that I look forward to around the holidays!,1,0,anecdotes/miscellaneous,positive
"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",2,0,ambience,positive
Fast service.,1,0,service,positive
"The second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime.",2,0,ambience,positive
This is where the aforementioned line was.,1,0,anecdotes/miscellaneous,neutral
Maybe tomorrow ;- ,1,0,anecdotes/miscellaneous,neutral
The sake menu should not be overlooked!,1,0,food,positive
Right off the major deegan you get ladies from all over the city.,1,0,ambience,positive
"I also ordered the Change Mojito, which was out of this world.",1,0,food,positive
"May, the owner always has a smile on her and will warmly greet you.",1,0,service,positive
Some of the finest latin women you'll see in your life hang out at Jimmy's.,1,0,ambience,positive
My friends and I have been going here regularly for two years.,1,0,anecdotes/miscellaneous,neutral
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,3,0,food,positive
I went to DF for Valentines Day dinner.,1,0,anecdotes/miscellaneous,neutral
Stay far away from this place.,1,0,anecdotes/miscellaneous,negative
"By far, the best pizza in Manhattan.",1,0,food,positive
"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",1,0,food,negative
Was there Friday night.,1,0,anecdotes/miscellaneous,neutral
It was a very nice surprise.,1,0,anecdotes/miscellaneous,positive
We were then shooed inside.,1,0,service,negative
Open late  well as late as I ever got there and I'm a night person ,1,0,anecdotes/miscellaneous,positive
I don't get it either.,1,0,anecdotes/miscellaneous,negative
"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",3,0,food,positive
Highly recommended.,1,0,anecdotes/miscellaneous,positive
Heartland Brewery is by far one of the best places in NYC to make new friends and catch up with old ones.,1,0,anecdotes/miscellaneous,positive
The hot and sour soup was unbearably hot and tasted of only pepper and nothing else.,1,0,food,negative
"As a retired hipster, I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late night in the city.",1,0,anecdotes/miscellaneous,positive
The food is great and reasonably priced.,2,0,food,positive
"After a seafood craving, i checked citysearch and chose to go to Fish based on a previous review and the citysearch info.",1,0,anecdotes/miscellaneous,neutral
"From the street it looks very hidden, and is actually an old warehouse.",1,0,anecdotes/miscellaneous,neutral
Got a little loud after 8pm when the joint got full.,1,0,ambience,negative
Try the tandoori salmon!,1,0,food,positive
This place is always packed.,1,0,anecdotes/miscellaneous,neutral
"A cool bar with great food, and tons of excellent beer.",2,0,food,positive
This is the perfect date spot for Williamsburg couples.,1,0,anecdotes/miscellaneous,positive
"Some of the workers ignore me and talk to the female customers, other times, they've skipped my order.",1,0,service,negative
"For the price, you cannot eat this well in Manhattan.",2,0,price,positive
Right off the L in Brooklyn this is a nice cozy place with good pizza.,2,0,food,positive
Some servers make you feel like they are doing you a favor to bring you the food.,1,0,service,negative
We were also seated promptly at the time of our reservation and the service was very quick and professional.,1,0,service,positive
The food is inventive but still keeps traditional indian flavoring.,1,0,food,positive
Example is the soup which was about 6 oz for dollar 12 dollars and the mushrooms where dollar 12 for about 1oz.,1,0,price,positive
The dim sum here is only so-so.,1,0,food,neutral
The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,1,0,ambience,positive
With the theater 2 blocks away we had a delicious meal in a beautiful room.,2,0,food,positive
Once they ran out of Gnochi and made it for me from scratch!,1,0,anecdotes/miscellaneous,positive
"Needless to say, I'm never going back and you should be wary too.",1,0,anecdotes/miscellaneous,negative
"Then, get ripped on free box wine.",2,0,food,positive
Try the olive cream cheese or the lox spread on a whole wheat everything bagel.,1,0,food,positive
Tuk Tuk is my second favorite neighborhood Thai place  the first being Joya .,1,0,anecdotes/miscellaneous,positive
Its also a bit of a hassle to get to without a car  I happen to live in Inwood .,1,0,anecdotes/miscellaneous,negative
"If you're not familiar with the cuisine, you may encounter problems ordering here and be sure to bring plenty of cash with you as they don't accept credit cards.",1,0,anecdotes/miscellaneous,negative
I had the duck breast special on my last visit and it was incredible.,1,0,food,positive
Overall a disappointing experience for that price category.,2,0,anecdotes/miscellaneous,negative
Pizza here is consistently good.,1,0,food,positive
I have been in many restaurants all over the city and Roth's Steakhouse has quickly become one of my favorites.,1,0,anecdotes/miscellaneous,positive
The staff is incredibly helpful and attentive.,1,0,service,positive
"This tiny restaurant is as cozy as it gets, with that certain Parisian flair.",1,0,ambience,neutral
I love going there!,1,0,anecdotes/miscellaneous,positive
"Once you become a regular, you are treated as one.",1,0,service,positive
You'll adore it.,1,0,anecdotes/miscellaneous,positive
"This is the Cheers of New York, whether you've ever been there or not.",1,0,anecdotes/miscellaneous,neutral
We were pleasantly greeted.,1,0,service,positive
Deliveries often take up to an hour and the prices are higher than most other pizzerias in the area.,2,0,service,negative
"Recommendations, of course, are required!",1,0,anecdotes/miscellaneous,neutral
Not impressed with the food.,1,0,food,negative
"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",1,0,food,positive
Never in my life did I think that I could be satisfied both in taste and in quantity for dollar 3.00 in NYC.,2,0,food,positive
"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.",3,0,ambience,positive
It was rather pathetic that it took them over an hour to seat us.,1,0,service,negative
We had a good time.,1,0,anecdotes/miscellaneous,positive
"They're also friendlier here, especially the owner, Kenny.",1,0,service,positive
"The chicken and steak were seasoned and cooked to perfection, and the lamb sandwhich is great for heartier appetites.",1,0,food,positive
The pizza is good though.,1,0,food,positive
"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",2,0,ambience,positive
"If you love seafood, you would love this place!",1,0,food,positive
This isn't a value joint.,1,0,price,negative
Since my first dinner I have had the chance to have brunch at Orsay 3x.,1,0,anecdotes/miscellaneous,neutral
"With the great variety on the menu , I eat here often and never get bored .",1,0,food,positive
"Overall, the best bagel in town.",1,0,food,positive
"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",1,0,food,positive
First went here to enjoy their garden terrace.,1,0,ambience,positive
They refuse to seat parties of 3 or more on weekends.,1,0,service,negative
"The Thali was small, thoroughly unremarkable, and dollar 14.95.",2,0,food,negative
then we ordered a dinosaur rolls and white tuna sashimi.,1,0,food,neutral
"In fact, while leaving the place we saw two people looking at the menu, and I couldn't help telling them that the food was horrible.",2,0,anecdotes/miscellaneous,negative
"they were dry and disgusting, i didn't even finish my first piece.",1,0,food,negative
"Little Tonino's is just awesome, our favorite delivery place in Kennsington, honestly the best Gnochi I have ever had!",1,0,food,positive
A real dissapointment.,1,0,anecdotes/miscellaneous,negative
"Cute place, nice wait staff but would never go there again.",2,0,service,positive
A word to the wise - the Hoboken health inspector clued me to his findings that this is THE cleanest restaurant in town.,2,0,anecdotes/miscellaneous,positive
Three strikes and this restaurant is out.,1,0,anecdotes/miscellaneous,negative
The wine list is interesting and has many good values.,1,0,food,positive
"Going to Ballato's is like coming home and eating in my own kitchen, an absolute delight!",1,0,anecdotes/miscellaneous,positive
The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night  for the coat check girls .,1,0,service,negative
You can't go wrong here.,1,0,anecdotes/miscellaneous,positive
"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",2,0,food,positive
And the fried clams had just enough kick to them to make 'em worth eating.,1,0,food,positive
As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.,2,0,service,negative
"Yeah the crowd can take it a bit seriously, but it shouldn't.",1,0,anecdotes/miscellaneous,neutral
highly recommended.,1,0,anecdotes/miscellaneous,positive
They came out over cooked and the cheese was almost non existant.,1,0,food,negative
We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,1,0,food,negative
"This place has the best interior I have seen anywhere in the northside of W'burg, and will impress whoever you bring there.",1,0,ambience,positive
"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",1,0,ambience,positive
Me and my girls will definitely go back.,1,0,anecdotes/miscellaneous,positive
Over 100 different choices to create your own.,1,0,food,positive
"Yet paired with such rude service, would never recommend for anyone interested in carrying any kind of conversation while there.",1,0,service,negative
"The calamari comes with an incredible sauce, and the duck noodles are yummy as well.",1,0,food,positive
"Not a typical pizza joint, but good for a low key and fairly cheap nice sit down dinner.",2,0,price,positive
"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",1,0,food,negative
It was pretty inexpensive too.,1,0,price,positive
Try their plain pizza with fresh garlic or eggplant.,1,0,food,positive
They are located in the middle of Chinatown!,1,0,anecdotes/miscellaneous,neutral
"This place, however, has a lot less pretension than Joya and the Thai food is still above-average.",2,0,food,positive
All I can say is WOW!,1,0,anecdotes/miscellaneous,positive
"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",1,0,ambience,positive
I'm amazed we haven't been kicked out of this place yet.,1,0,anecdotes/miscellaneous,neutral
The dish had like 6 pieces of beef in it.,1,0,food,neutral
My Girlfriend and I stumbled onto this hopping place the other night and had a great time!,1,0,anecdotes/miscellaneous,positive
You could get a much better dining experience for the same amount of money in a lot of other French Bistros.,1,0,anecdotes/miscellaneous,negative
Our first time in New York and we had to try a New York Bagel.,1,0,anecdotes/miscellaneous,neutral
wont come back again for sure!,1,0,anecdotes/miscellaneous,negative
"Everything I had was good, and I'm a eater.",1,0,food,positive
I knew upon visiting NYC that I wanted to try an orginal deli.,1,0,anecdotes/miscellaneous,neutral
"Only complaint would be that at an average cost of dollar 12-dollar 15 per meal, I'd like not to have to worry about finding a seat!",2,0,service,negative
The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,3,0,food,positive
This was a great surprise.,1,0,anecdotes/miscellaneous,positive
"However, for what we spent, overall, it just was not up to par.",1,0,price,negative
"After hearing a lot of great things about the restaurant, and passing by it on a daily basis, we decided to try.",1,0,anecdotes/miscellaneous,neutral
"The crackling calamari salad, which is usually a cheap disaster at many restaurants, is crispy and lightly dressed.",1,0,food,positive
The setting is casual and romantic.,1,0,ambience,positive
"Because we didn't have a reservation, we could only sit in the back garden, but it was great, secluded and perfect in nice weather.",1,0,ambience,positive
And its absolutely DELICIOUS.,1,0,food,positive
I think this is one of the more underrated places in the city.,1,0,anecdotes/miscellaneous,positive
LLOOVVE THIS PLACE.,1,0,anecdotes/miscellaneous,positive
I'm still mad that i had to pay for lousy food.,1,0,food,negative
"In the evening, this place attracted a well dressed, with it, NY crowd.",1,0,anecdotes/miscellaneous,neutral
I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,1,0,anecdotes/miscellaneous,positive
"Even better, they know how to cook French classics like Steak au Poivre and Onglet without burning it to death or overcooking it.",1,0,food,positive
It just wasn't Thai.,1,0,anecdotes/miscellaneous,negative
"The food, drinks and service are clearly among the best in the city.",2,0,food,positive
"Oh, but wait, we were out of drinks  which were also delightfully overpriced .",2,0,food,negative
What I didn't like was how the food came right after it was ordered.,1,0,food,negative
I suspect this restaurant is what Rao's would be if it hadn't turned exclusive.,1,0,anecdotes/miscellaneous,neutral
I could have drank 4 glasses of water and still been parched - so watch out.,1,0,food,negative
Go there to relax and feel like your somewhere else.,1,0,anecdotes/miscellaneous,positive
Very good wine choices.,1,0,food,positive
"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",3,0,food,positive
You are treated just like royality.,1,0,service,positive
"He not only makes his own homemade mozzarella, but every pie is ultra fresh.",1,0,food,positive
Even after they overcharged me the last time I was there.,1,0,service,negative
Try the lasagnette appetizer.,1,0,food,positive
A great way to make some money is to buy a case of snapple from Costco and sell it right outside for only dollar 2.50.,1,0,anecdotes/miscellaneous,neutral
Want to impress?,1,0,anecdotes/miscellaneous,neutral
Love the Jazz bands on Fri and Sat.,1,0,ambience,positive
The all you can eat deal is truly amazing here.,1,0,price,positive
The sushi is also great!,1,0,food,positive
This place is a great bargain.,1,0,price,positive
"Based on a visit a month ago, I returned the week before Christmas and was hugely disappointed.",1,0,anecdotes/miscellaneous,negative
"Going to Volare is like going to your favorite aunt's house for dinner, assuming that your aunt is a great Italian cook.",1,0,anecdotes/miscellaneous,positive
I had the best ravioli ever.,1,0,food,positive
I don't think I would go again.,1,0,anecdotes/miscellaneous,negative
The waiters were not attentive except that the bill turned up on the table before we were finished.,1,0,service,negative
There are other people waiting!,1,0,service,neutral
Joe's Pizza used to have the best slice until this pizzeria opened up.,1,0,anecdotes/miscellaneous,positive
"When you're sitting in their main dining room  which has a spectacular, hand-painted high ceiling  you'd never know there was a world outside.",1,0,ambience,positive
"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",1,0,food,positive
"Dessert - can't be missed, so save room!!!",1,0,food,positive
I am not sure if I would call the food here Indian as it is a fusion of what seems to be French with an Indian or exotic touch.,1,0,food,neutral
"The atmosphere is unheralded, the service impecible, and the food magnificant.",3,0,food,positive
Too bad the food wasn't of the same heritage.,1,0,food,negative
"But for whatever reason, prices are about twice as high.",1,0,price,negative
The buffet had a nice selection.,1,0,food,positive
"We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.",1,0,service,negative
For Park avenue I expected so much more.,1,0,anecdotes/miscellaneous,negative
I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,1,0,food,positive
The waiters and owners were nonchalant about this and promised to call the exterminator but weren't as dismayed or apologetic as I would have expected.,1,0,service,negative
We would like to thank Marcelo and Grace for a wonderful dining experience!!!,1,0,anecdotes/miscellaneous,positive
Big Wong gets big Ups for a fine establishment.,1,0,ambience,positive
You can do it here.,1,0,anecdotes/miscellaneous,neutral
Highly recommend this as great value for excellent sushi and service.,3,0,food,positive
"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.",1,0,ambience,positive
"Off the beaten path, this jewel of a restaurant shines just one block away from the plethora of 6th street Indian restaurants.",1,0,anecdotes/miscellaneous,positive
A guaranteeed delight!,1,0,anecdotes/miscellaneous,positive
Recommended.,1,0,anecdotes/miscellaneous,positive
JUST AWSOME.,1,0,anecdotes/miscellaneous,positive
Definitely Highly NOT recommended.,1,0,anecdotes/miscellaneous,negative
"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess  stacks of bottles, cans  and a small counter holding 12-14 entrees.",1,0,ambience,negative
"Grilled whole fish wonderful, great spicing.",1,0,food,positive
"Three page wine menu, one page entree and horedevous.",1,0,food,positive
black white shakes came out good also.,1,0,food,positive
The only problem is that the manager is a complete incompetent.,1,0,service,negative
The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,1,0,food,positive
"at taj, vegetarians can rejoice-all the dishes are manna from heaven.",1,0,food,positive
One thing I liked about this place is that I never felt rushed or pressured to give up my table ot incoming guests.,1,0,service,positive
"We picked it randomly, without a recommendation from someone who has been there, so we weren't sure what to expect.",1,0,anecdotes/miscellaneous,neutral
"Ask for Usha, the nicest bartender in manhattan.",1,0,service,positive
After really enjoying ourselves at the bar we sat down at a table and had dinner.,1,0,anecdotes/miscellaneous,positive
I recommend it!,1,0,anecdotes/miscellaneous,positive
The food is delicious.,1,0,food,positive
"I'm no food critic, but I'd like to think I have a tiny bit of experience under my belt having lived in NY for the last 11 years.",1,0,anecdotes/miscellaneous,neutral
"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at.",1,0,food,positive
Bring your appetites.,1,0,anecdotes/miscellaneous,neutral
The barebecued salmon is elegantly spiced and not at all dry.,1,0,food,positive
A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,3,0,food,positive
"We asked to be moved  which took half an hour , and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.",1,0,service,negative
"It can be a very fun experience with a group, and kids  6 and over  would love it.",1,0,ambience,positive
And affordable.,1,0,price,positive
One of my favorite places in Manhattan.,1,0,anecdotes/miscellaneous,positive
Go hungry and enjoy.,1,0,anecdotes/miscellaneous,positive
Plenty of choices to make your own creation.,1,0,food,positive
"For those that go once and don't enjoy it, all I can say is that they just don't get it.",1,0,anecdotes/miscellaneous,positive
"I have been there many times, and food is good and consistent.",1,0,food,positive
"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",2,0,food,positive
Finally!,1,0,anecdotes/miscellaneous,positive
Our food was great too!,1,0,food,positive
"It's true, this place is not cheap.",1,0,price,negative
"head and shoulders above its neighboors on east 6 st, taj mahal is also very comparable, in food quality, to the much overpraised  and underdeserving  baluchi's.",1,0,food,positive
It's very spicy but not offensive.,1,0,food,neutral
Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.,2,0,food,positive
I would highly recommend this place!,1,0,anecdotes/miscellaneous,positive
Our family never expected such incredible entertainment in a restaurant.,1,0,ambience,positive
A Thai restaurant out of rice during dinner?,1,0,anecdotes/miscellaneous,negative
I am a die hard peep lover.,1,0,anecdotes/miscellaneous,positive
A touch more jalapeno heat for contrast and it would have been very good indeed.,1,0,food,positive
They showed up 15 minutes after the tuna melt.,1,0,service,negative
"This is the only Thai place I go too in NYC, it's wonderful, and live relaxed Jazz on certain nights.",1,0,ambience,positive
Big and gawky on the outside.,1,0,ambience,negative
Its not the same if you have to sit inside.,1,0,ambience,neutral
This place is not worth the prices.,1,0,price,negative
The problem is just that-it is a sometimes kind of affair.,1,0,anecdotes/miscellaneous,neutral
Good food.,1,0,food,positive
"The Halibut was too salty, dessert was so so  don't waste any of your calories  and service was poor.",2,0,food,negative
I recommend getting a reservation even though we saw people seated without one.,1,0,anecdotes/miscellaneous,neutral
SEA has become so popular that they've let it go to their heads.,1,0,anecdotes/miscellaneous,negative
A must for all the Dosa lovers.,1,0,food,positive
The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,1,0,food,positive
"I've had the lunch buffet at Chennai a couple of times, when I have been in the neighborhood.",1,0,anecdotes/miscellaneous,neutral
Nothing better than buying a snapple for dollar 3.25 too.,1,0,price,positive
The staff is courteous and friendly.,1,0,service,positive
Service was slow had to wait to order and get food although not crowded.,1,0,service,negative
Great people watching as others do the same to you.,1,0,ambience,positive
"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",1,0,food,negative
Their whitefish salad is excellent--all whitefish with a little mayo.,1,0,food,positive
we split a tasty vegetable samosa and the malai tikka wrap.,1,0,food,positive
Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening.,2,0,service,positive
Brava La Pizza Fresca!,1,0,anecdotes/miscellaneous,positive
Very affordable and excellent ambient!,2,0,ambience,positive
If you go here - your focus should be the Tamarind Margaritas.,1,0,food,positive
The other night we had the dollar 30 three course meal and everything was delicious - if I could of licked the plate clean I would of.,1,0,food,positive
Service was also very good.,1,0,service,positive
And they provided a delicious dessert on the house!,3,0,food,positive
I'm sure I'll return for a final judgement tho.,1,0,anecdotes/miscellaneous,neutral
--Eat Club is a roving group of NYC gluttons,1,0,anecdotes/miscellaneous,neutral
The staff was knowledgeable and full of personality.,1,0,service,positive
Threw my fiance's surprise 30th birthday dinner here couldn't be happier.,1,0,anecdotes/miscellaneous,positive
I went to this restaurant with a woman that I met recently.,1,0,anecdotes/miscellaneous,neutral
"Even upon delivery, their juicy pork buns are quite good . .",1,0,food,positive
"This place is cool enough to be in the East Village, but French enough to make you feel like you could be in a bistro in a back alley in Paris.",1,0,ambience,positive
This place is incredibly tiny.,1,0,ambience,negative
The service is good and ambience is good for a date or group outing.,2,0,service,positive
"In fact, it appears he is going to go postal at any moment.",1,0,service,negative
We had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time.,1,0,service,positive
I highly recommend the restaurant based on our experience last night.,1,0,anecdotes/miscellaneous,positive
The prices are about dollar 9 for an entree for dinner and even less for lunch.,1,0,price,positive
"We had reservations at 9pm, but was not seated until 10:15pm.",2,0,service,negative
The food is great and they have a good selecion of wines at reasonable prices.,2,0,food,positive
Any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.,1,0,service,positive
Every time in New York I make it a point to visit Restaurant Saul on Smith Street.,1,0,anecdotes/miscellaneous,positive
The food now is inconsistent.,1,0,food,negative
Pick a bagel has the best bagels in the city.,1,0,food,positive
"Searching to get out from the cold, freezing weather, we went into what we thought was a deli.",1,0,anecdotes/miscellaneous,negative
Zero ambiance to boot.,1,0,ambience,negative
"Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!",2,0,anecdotes/miscellaneous,positive
The restaraurant is very small so reservations are a must.,1,0,anecdotes/miscellaneous,neutral
We come from New Jersey to eat at Kinoko.,1,0,anecdotes/miscellaneous,neutral
big and soft as well as good lunch food.,1,0,food,positive
Its worth the wait though.,1,0,anecdotes/miscellaneous,positive
"Still, try it once, since if you end up loving the food, it could be one of your best dining experiences.",1,0,anecdotes/miscellaneous,positive
I won't go back unless someone else is footing the bill.,1,0,price,negative
"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",1,0,food,positive
We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,1,0,service,negative
Chennai Garden is my favorite Indian restaurant in the city.,1,0,anecdotes/miscellaneous,positive
"The main course had an average portion, and was decent overall.",1,0,food,positive
"I have been here a few times for dinner, once for brunch and twice for lunch.",1,0,anecdotes/miscellaneous,neutral
Did I mention the wine?,1,0,food,neutral
This tiny Williamsburg spot is always pleasantly surprising.,1,0,anecdotes/miscellaneous,positive
Definite go if you're used to good Indian restaurant food from abroad.,1,0,food,positive
Get it together.,1,0,anecdotes/miscellaneous,negative
There is a lot of variety even for people who eat vegetarian like me.,1,0,food,positive
You get the sense that the people there care about their restaurant and about your experience and that is very nice.,1,0,service,positive
"Great vibe, lots of people.",1,0,ambience,positive
The all-Italian staff is warm and engaging from the start.,1,0,service,positive
Never fails to please.,1,0,anecdotes/miscellaneous,positive
The prices are exceptionally reasonable for food of this caliber.,2,0,price,positive
We go often.,1,0,anecdotes/miscellaneous,neutral
And I could do without the cigar smoke.,1,0,ambience,negative
I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,2,0,anecdotes/miscellaneous,positive
The food was exceptional.,1,0,food,positive
I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,1,0,food,positive
Decor leaves something to be desired.,1,0,ambience,negative
"Great food  spinach and corn dumplings and massamman curry , very friendly and no nonsense service and a clean and funky bathroom.",3,0,food,positive
"The food was amazing, the service was so attentive and personable, and how about that ambience!",3,0,food,positive
The location is perfect.,1,0,ambience,positive
Too cold to enjoy.,1,0,ambience,negative
"Having been a long time Ess-a-Bagel fan, I was surpised to find myself return time and time again to Murray's.",1,0,anecdotes/miscellaneous,positive
this place is amazingly bad.,1,0,anecdotes/miscellaneous,negative
Have the iced tea.,1,0,food,positive
The food always tastes fresh and served promptly.,2,0,food,positive
Where Gabriela personaly greets you and recommends you what to eat.,1,0,service,positive
i would just ask for no oil next time.,1,0,anecdotes/miscellaneous,neutral
"Worth it for a special occasion, or any time!",1,0,anecdotes/miscellaneous,positive
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,2,0,service,positive
"Like others have said, don't expect the restaurant to make a nite out romantic for you and yes, a busy restaurant may require you to wait.",2,0,ambience,negative
"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",2,0,food,positive
"I didn't take a look at the rest menu, but the oysters were fantastic.",1,0,food,positive
instead ordered an ice cold beer which to me works with indian.,1,0,anecdotes/miscellaneous,neutral
"Well worth the trip, close to City Hall and downtown subway stops.",1,0,anecdotes/miscellaneous,positive
"When we stumbled on Leon, we thought that we had found quite the gem BUT, we were certainly wrong.",1,0,anecdotes/miscellaneous,negative
Don't be fooled by crowds of people.,1,0,anecdotes/miscellaneous,negative
"Now at the top of our list, Del Frisco's Steakhouse.",1,0,anecdotes/miscellaneous,positive
"and i have been around the block, to say the very least.",1,0,anecdotes/miscellaneous,neutral
Pair you food with the excellent beers on tap or their well priced wine list.,2,0,food,positive
The pizza was pretty good and huge.,1,0,food,positive
"When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars  a growing legion  and checking on newcomers.",2,0,service,positive
I'll keep this short.,1,0,anecdotes/miscellaneous,neutral
keep up the good work.,1,0,anecdotes/miscellaneous,positive
and never strayed.,1,0,anecdotes/miscellaneous,positive
"This restaurant is not worth the time, effort, or money to say the least.",2,0,price,negative
I went to Del Frisco's Friday night with my boyfriend for an 8:00 reservation.,1,0,anecdotes/miscellaneous,neutral
my first time here was with my gf for our 12 month anniversary.,1,0,anecdotes/miscellaneous,neutral
I am happy i did the food was awsome.,1,0,food,positive
"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.",2,0,food,negative
honestly the worst sushi my husband and i had in our entire lives.,1,0,food,negative
This place is a great stop for great food.,1,0,food,positive
"Late nite omelletes are not good here, there is no variety!",1,0,food,negative
Wonderful strawberry daiquiries as well!,1,0,food,positive
"However, it just so happens that there's an even more amazing place just down the street.",1,0,anecdotes/miscellaneous,positive
"Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!",2,0,food,positive
it's a perfect place to have a amanzing indian food.,1,0,food,positive
The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,2,0,food,positive
Don't go.,1,0,anecdotes/miscellaneous,negative
"They have it all -- great price, food, and service.",3,0,food,positive
The fillings may be unconventional but the dosa batter is definitely authentic and the combinations very tasty.,1,0,food,positive
The food is tasty and portion sizes are appropriate.,1,0,food,positive
Chance is a joke.,1,0,anecdotes/miscellaneous,negative
This is my first time writing a review for a restaurant because the food and service was excellent.,3,0,food,positive
I go and eat out at many different restaurants and this is one place you have go and try.,2,0,anecdotes/miscellaneous,positive
This isn't your corner Chinese food takeout.,1,0,anecdotes/miscellaneous,neutral
"But WARNING: to all those that use this site be weary, be very weary of recommendations.",1,0,anecdotes/miscellaneous,negative
No you're going to go back because the food was good.,2,0,anecdotes/miscellaneous,positive
