aspects,polarities,text,length,ind
['anecdotes/miscellaneous'],['negative'],now if they could only get a toaster.,1,0
['anecdotes/miscellaneous'],['positive'],yourself a favor and have dinner here and see if you dont agree with me.,1,0
['anecdotes/miscellaneous'],['positive'],"Get your food to go, find a bench, and kick back with a plate of dumplings.",1,0
"['service', 'ambience']","['negative', 'negative']",I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,2,0
['food'],['positive'],The pickles were great addition.,1,0
['anecdotes/miscellaneous'],['positive'],One of the earlier people commenting on the restaurant did not get the that some experimenting is going on with the menu in a positive way.,1,0
['anecdotes/miscellaneous'],['positive'],"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",1,0
['food'],['negative'],I'm not picky - but it was actually gross.,1,0
['price'],['negative'],"The dollar 300 bill was a bit steep, but the experience was great.",1,0
"['food', 'service']","['positive', 'positive']","The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",2,0
['service'],['negative'],It takes forever to get a drink and they almost always forget to bring something  although they dont forget to charge you for it.,1,0
['anecdotes/miscellaneous'],['negative'],Look elsewhere.,1,0
['food'],['positive'],"The Bagels have an outstanding taste with a terrific texture, both chewy yet not gummy.",1,0
['anecdotes/miscellaneous'],['positive'],My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,1,0
"['food', 'service', 'ambience']","['positive', 'positive', 'positive']","The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!",3,0
['service'],['neutral'],The service was ok.,1,0
"['food', 'price']","['positive', 'positive']",The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,2,0
['anecdotes/miscellaneous'],['positive'],Enjoy!,1,0
['ambience'],['negative'],"Looking from the outside in, one would hesitate to enter this hole in the wall  really, that's what it is .",1,0
['food'],['neutral'],We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.,1,0
['food'],['positive'],"If you want some roast duck, pork or chicken on rice with ginger, try them out!",1,0
['food'],['positive'],All the food was hot tasty.,1,0
"['food', 'ambience']","['positive', 'positive']",Its an excellent place to relax and the food is one of the best in the city of New York.,2,0
['food'],['negative'],"Do not get the Go Go Hamburgers, no matter what the reviews say.",1,0
['anecdotes/miscellaneous'],['positive'],It is the best hidden spot there and I rave about it to everyone.,1,0
['anecdotes/miscellaneous'],['negative'],This has got to be one of the most overrated restaurants in Brooklyn.,1,0
['anecdotes/miscellaneous'],['negative'],Save yourself the time and trouble and skip this one!,1,0
['anecdotes/miscellaneous'],['neutral'],I have been coming to this neighborhood spot for years.,1,0
['anecdotes/miscellaneous'],['positive'],This lovely French-Asian fusion restaurant stands out amongst other great restaurants on Smith Street.,1,0
['anecdotes/miscellaneous'],['positive'],For sure i will keep coming back because i feel really this restaurant deserves.,1,0
['anecdotes/miscellaneous'],['neutral'],I've eaten at many different Indian restaurants.,1,0
['anecdotes/miscellaneous'],['neutral'],"Obviously the Chinese translation of this place does not mean Big Wong, it actually means Great Prosperity.",1,0
['anecdotes/miscellaneous'],['positive'],I plan on stopping by next week as well.,1,0
['anecdotes/miscellaneous'],['neutral'],i went to utsav about a yr ago with my family.,1,0
['anecdotes/miscellaneous'],['negative'],Not worth it.,1,0
['anecdotes/miscellaneous'],['neutral'],Will give it another chance before I write it off.,1,0
"['food', 'service']","['positive', 'positive']","Both are delicious, the cooks are friendly and are willing to take a moment and speak to you and shake your hand.",2,0
"['food', 'service']","['positive', 'positive']","Not only is the cuisine the best around, the service has always been attentive and charming.",2,0
['anecdotes/miscellaneous'],['positive'],Love Pizza 33..,1,0
"['food', 'ambience']","['negative', 'negative']","It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.",2,0
['anecdotes/miscellaneous'],['positive'],All pretty good.,1,0
['anecdotes/miscellaneous'],['negative'],Good luck getting a table.,1,0
['food'],['positive'],I cannot imagine better Indian food in all of the city.,1,0
['anecdotes/miscellaneous'],['positive'],My roommate and I LOVE this place.,1,0
['anecdotes/miscellaneous'],['neutral'],Will have to return to try the chocolate!,1,0
['food'],['positive'],Ess-A-Bagel  either by Sty-town or midtown  is by far the best bagel in NY.,1,0
['food'],['neutral'],"Hopefully next time, I will save room for dessert.",1,0
['price'],['negative'],"Oh, don't even let me start with how expensive the bills were!",1,0
['anecdotes/miscellaneous'],['negative'],"If that's a problem, go to McDonald's and destroy your insides.",1,0
"['food', 'service', 'ambience']","['positive', 'positive', 'positive']","The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",3,0
['anecdotes/miscellaneous'],['negative'],Amma is nothing special.,1,0
['price'],['negative'],And the prices were way to high for what you get.,1,0
['anecdotes/miscellaneous'],['positive'],for out-of-towners who will get a big thrill out of the location!,1,0
"['ambience', 'food']","['positive', 'positive']",Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,2,0
['food'],['positive'],I started out with a Bombay beer which was big enough for two.,1,0
['anecdotes/miscellaneous'],['negative'],i dont how this place is still running.,1,0
['service'],['positive'],The owner truly caters to all your needs.,1,0
['food'],['negative'],The food is nothing like its menu description.,1,0
['anecdotes/miscellaneous'],['positive'],A hearty two thumbs up!,1,0
['anecdotes/miscellaneous'],['neutral'],I go twice a month!,1,0
"['anecdotes/miscellaneous', 'service']","['positive', 'positive']",We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,2,0
['service'],['negative'],"First off, the waitress was completely unattentive the 2 times we saw her odd in a restaurant with 6 tables  and got our order wrong.",1,0
['service'],['negative'],We didn't get drink refills and she didn't even offer us the option of dessert.,1,0
['food'],['neutral'],It's just O.K. pizza.,1,0
"['food', 'service']","['negative', 'negative']",Horrible food and Horrible service.,2,0
['food'],['negative'],"Anyways, if you're in the neighborhood to eat good food, I wouldn't waste my time trying to find something, rather go across the street to Tamari.",1,0
['food'],['neutral'],It's called Gnochi alla nona and is found under Chef Specials.,1,0
['anecdotes/miscellaneous'],['neutral'],We got in line and were served while in line a bannan fritter.,1,0
"['service', 'food']","['negative', 'negative']",Knowledge of the chef and the waitress are below average.,2,0
"['price', 'food']","['positive', 'positive']",I just wonder how you can have such a delicious meal for such little money.,2,0
['anecdotes/miscellaneous'],['neutral'],"It's really a takeaway place, I wouldn't sit if I could take it home.",1,0
['anecdotes/miscellaneous'],['neutral'],My friends and I were on vacation in NY and was referred to Chance by a friend.,1,0
['anecdotes/miscellaneous'],['positive'],Its a great place for a casual date or to entertain clients for lunch.,1,0
['anecdotes/miscellaneous'],['neutral'],I live a block away and go to Patsy's frequently.,1,0
['service'],['negative'],And I would have to agree with the masses in terms of service - delivery is their Achilles' heel.,1,0
['service'],['positive'],The staff is also attentive and friendly.,1,0
['food'],['positive'],Ballato's is consistently delicious authentic italian food.,1,0
['service'],['positive'],"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",1,0
['service'],['negative'],"Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.",1,0
"['food', 'service']","['positive', 'positive']","The food is wonderful, tasty and filling, and the service is professional and friendly.",2,0
['food'],['positive'],The noodle and rices dishes taste great.,1,0
['anecdotes/miscellaneous'],['neutral'],In China the phrase for a good restaurant is hot and loud.,1,0
"['food', 'service', 'ambience', 'price']","['positive', 'positive', 'positive', 'positive']","I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",4,0
['food'],['neutral'],"The palak paneer was standard, and I was not a fan of the malai kofta.",1,0
['food'],['negative'],My friend's food was also the complete opposite of what it's supposed to taste like  aND look like .,1,0
['anecdotes/miscellaneous'],['neutral'],The two star chefs left quite some time ago to open their own place.,1,0
['food'],['positive'],"The menu was impressive with selections ranging from a burger, to steak, to escargot.",1,0
['ambience'],['negative'],"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.",1,0
['food'],['positive'],"My wife and I also enjoyed the spinach, the Shanghai low mein, and other attractions.",1,0
"['food', 'service']","['positive', 'positive']","They do cater to American palates, but if you like it hot let them know and they are more than willing to oblige!",2,0
['food'],['neutral'],"Its not curry in a slurry crap, and regular run of the mill food.",1,0
['ambience'],['positive'],"whoever the jazz duo was, they were on POINT.",1,0
['food'],['positive'],Killer Sushi!,1,0
['anecdotes/miscellaneous'],['positive'],Sapphire is the only Indian restaurant I go to when I'm in NYC.,1,0
['food'],['neutral'],"I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken.",1,0
['anecdotes/miscellaneous'],['positive'],"All in all, I don't see how you can go wrong.",1,0
['food'],['positive'],But the coconut rice was good.,1,0
['anecdotes/miscellaneous'],['positive'],But that is highly forgivable.,1,0
['anecdotes/miscellaneous'],['positive'],I go at least 3 times a month and have never been disappointed.,1,0
['anecdotes/miscellaneous'],['neutral'],After passing by this restaurant for sometime I finally decided to go in and have dinner.,1,0
['food'],['negative'],"the food was undercooked-the sauce watery, and the vegetables raw.",1,0
['food'],['positive'],Great pizza for lunch place.,1,0
['anecdotes/miscellaneous'],['positive'],OU MUST TRY THIS RESTAURANT.,1,0
['anecdotes/miscellaneous'],['positive'],Big thumbs up!,1,0
"['food', 'service', 'ambience']","['positive', 'positive', 'positive']","I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",3,0
['service'],['negative'],I ordered a Lassi and asked 4 times for it but never got it.,1,0
['anecdotes/miscellaneous'],['positive'],My boyfriend and I recently had an early dinner at Artisanal and was satisfied with our experience.,1,0
['food'],['positive'],I have eaten there 3-4 times and the food was always good.,1,0
['anecdotes/miscellaneous'],['positive'],I cannot imagine you not rushing out to eat there.,1,0
['anecdotes/miscellaneous'],['positive'],Look foward to trying the Ruben upon returning.,1,0
"['food', 'service']","['positive', 'positive']",I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,2,0
['ambience'],['positive'],Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.,1,0
['anecdotes/miscellaneous'],['neutral'],Once for dinner and once for brunch.,1,0
['anecdotes/miscellaneous'],['neutral'],What for?,1,0
['anecdotes/miscellaneous'],['positive'],"If you are a carnivore, come hungry and you will leave more satisfied than you have ever been.",1,0
['anecdotes/miscellaneous'],['positive'],It hits the spot every time,1,0
['food'],['positive'],We had Pam's special fried fish and it was amazing.,1,0
['anecdotes/miscellaneous'],['positive'],Love YUKA.,1,0
['anecdotes/miscellaneous'],['positive'],This is one of my favorite restaurants and it is not to be missed.,1,0
['service'],['positive'],"We have never had any problems with charging the meal or the tip, and the food was delivered quickly, but we live only a few minutes walk from them.",1,0
['service'],['positive'],"The staff has always been friendly without seeming grating, and the chef has greeted us on a couple of occasions.",1,0
['food'],['positive'],"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion  and kitchen's precise execution  is most evident in the fish dishes and soups.",1,0
['food'],['positive'],"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",1,0
['food'],['negative'],It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,1,0
['anecdotes/miscellaneous'],['neutral'],I went to Amma after a friend recommended it.,1,0
['anecdotes/miscellaneous'],['positive'],"In fact, you can't miss it.",1,0
"['food', 'price']","['positive', 'positive']",The spicy Tuna roll is huge and probably the best that I've had at this price range.,2,0
['food'],['positive'],The best thing I tasted were the lambchops.,1,0
['ambience'],['positive'],"If you are in a big group, this place is perfect because it recomends sharing - they have lazy susans on most tables - even families can feel comfortable here.",1,0
"['food', 'anecdotes/miscellaneous']","['positive', 'positive']",My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,2,0
['anecdotes/miscellaneous'],['positive'],"To give you an idea of how good we thought it was, we ended up going to Ping's three weekends in a row!!!",1,0
['anecdotes/miscellaneous'],['positive'],I got enough reasons to keep coming back!!!,1,0
['anecdotes/miscellaneous'],['positive'],We will return many times for this oasis in mid-town.,1,0
['anecdotes/miscellaneous'],['positive'],I live in the neightborhood and am a regular.,1,0
['anecdotes/miscellaneous'],['positive'],Thanks Bloom's for a lovely trip.,1,0
['anecdotes/miscellaneous'],['positive'],"All in all a wonderful experience, can't wait to come back.",1,0
['food'],['positive'],"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.",1,0
['food'],['negative'],"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",1,0
['service'],['negative'],"We only ordered desserts and drinks, but no refills were offered.",1,0
['anecdotes/miscellaneous'],['neutral'],They are opening two more places as i saw a flyer there one in Yonkers which is a restraunt and banquet hall and another one in parsipanny new jersey.,1,0
"['service', 'ambience']","['positive', 'positive']",The service is fine and they allow you to enjoy the view.,2,0
['food'],['negative'],"The food was not fresh, the sauces were bland and very oily.",1,0
['anecdotes/miscellaneous'],['positive'],"I am so coming back here again, as much as I can.",1,0
['ambience'],['positive'],The characters really make for an enjoyable experience.,1,0
['service'],['neutral'],Has the chef and owner changed???,1,0
['food'],['positive'],Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,1,0
['service'],['negative'],But the staff was so horrible to us.,1,0
['ambience'],['positive'],"The place is sleek, modern and playfull and i will return again frequently.",1,0
['anecdotes/miscellaneous'],['positive'],Good for casual dinner with jeans and sneakers.,1,0
"['anecdotes/miscellaneous', 'food']","['negative', 'negative']",We ate at this Thai place following the reviews but very unhappy with the foods.,2,0
['food'],['positive'],None of that yucky whipped stuff.,1,0
['food'],['positive'],"Normally that would be improper, however they were all delicious and my host did not complain.",1,0
['anecdotes/miscellaneous'],['positive'],Don't leave without trying One Night in Tokyo.,1,0
['food'],['positive'],THE FOOD PORTIONS ARE REALLY LARGE.,1,0
['food'],['positive'],"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",1,0
['food'],['positive'],"Seriously, this is the best all you can eat in town- As everyone says, the Spicy Tuna hand rolls are the best- have 4 of these, and you've broken even.",1,0
['food'],['positive'],"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",1,0
['anecdotes/miscellaneous'],['positive'],GO HERE.,1,0
['anecdotes/miscellaneous'],['neutral'],"Just remember, the later you go, the longer you may have to wait.",1,0
['service'],['negative'],All we received was an apology as we left to see our show without dinner.,1,0
['anecdotes/miscellaneous'],['positive'],This is by far my favorite place in the neighborhood.,1,0
['food'],['positive'],"Admittedly, this is not the place for gigantic pieces of fish overflowing the plate  and thank goodness, in my opinion  but for simple, elegant sushi there is no better place in New York or anywhere in the US.",1,0
['anecdotes/miscellaneous'],['neutral'],On a monthly basis my friends and I get together and have a girls night out.,1,0
['anecdotes/miscellaneous'],['negative'],Just don't do it.,1,0
['service'],['positive'],The service is descent even when this small place is packed.,1,0
['food'],['neutral'],"Food was okay, nothing great.",1,0
['ambience'],['negative'],"Well, this place is so Ghetto its not even funny.",1,0
"['food', 'ambience']","['positive', 'positive']","It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect  i.e., surprisingly fresh .",2,0
['anecdotes/miscellaneous'],['positive'],This is the best thing in Soho.,1,0
['food'],['positive'],"One of my favorites though was the Angry Lobster, a cold lobster salad that was magnificent.",1,0
['anecdotes/miscellaneous'],['neutral'],"So I've never actually been to M proper, but I've had it delivered a few times.",1,0
['food'],['positive'],Best Pastrami I ever had and great portion without being ridiculous.,1,0
['anecdotes/miscellaneous'],['positive'],I would definently recommend this restaurant.,1,0
"['service', 'anecdotes/miscellaneous']","['negative', 'negative']","Took my mom for Mother's Day, and the maitre d' was pretty rude.",2,0
['anecdotes/miscellaneous'],['positive'],I love this place.,1,0
['food'],['neutral'],The food at this place is 'gourmet' Indian cuisine.,1,0
"['food', 'price']","['negative', 'negative']",Price and quality of fish alone will keep us from making a return visit.,2,0
['anecdotes/miscellaneous'],['positive'],Your friends will thank you for introducing them to this gem!,1,0
['food'],['positive'],"The food is good, especially their more basic dishes, and the drinks are delicious.",1,0
['food'],['positive'],The lox is always fresh too.,1,0
['anecdotes/miscellaneous'],['positive'],"This place, which is only a few months old, is perhaps Queens' biggest secret!",1,0
['food'],['positive'],I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,1,0
['service'],['positive'],"We didn't even see a menu, as our waiter described both the specials and the main dishes.",1,0
['food'],['positive'],This place has the best Chinese style BBQ ribs in the city.,1,0
['food'],['positive'],- i asked for them spicy and they were delicious .,1,0
['anecdotes/miscellaneous'],['positive'],Saul is the best restaurant on Smith Street and in Brooklyn.,1,0
['food'],['positive'],Veal Parmigana - Better than Patsy's!,1,0
['food'],['positive'],The shrimp scampi was excellent and the antipasti were plentiful.,1,0
"['food', 'service', 'price']","['positive', 'positive', 'positive']","The waiters are sweet, the food is tasty and the bill is never too large.",3,0
['ambience'],['positive'],"Ambiance and music funky, which I enjoy.",1,0
['price'],['positive'],Reasonable prices.,1,0
"['food', 'service']","['positive', 'positive']","The service was excellent, the food was excellent, but the entire experience was very cool.",2,0
['food'],['positive'],"It can be a little confusing as to where one goes to order, but once the food is ordered, you are in for a treat.",1,0
['anecdotes/miscellaneous'],['negative'],Avoid this place!,1,0
['food'],['negative'],The sauces used are also not that exciting.,1,0
['price'],['positive'],"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for dollar 49.",1,0
['ambience'],['neutral'],People dress in suits or evening gowns as well as shirts jeans.,1,0
"['food', 'service']","['positive', 'positive']",The food and staff always surprise me with the new heights they are taken to.,2,0
"['service', 'anecdotes/miscellaneous']","['negative', 'negative']",When we were finally seated our waitress came by twice-1 for our order and 2-for our check.,2,0
['anecdotes/miscellaneous'],['neutral'],And that's no mean feat...,1,0
['anecdotes/miscellaneous'],['neutral'],I've had pizza both times and the caprese salad appetizer.,1,0
['anecdotes/miscellaneous'],['positive'],I will be going back very soon.,1,0
['anecdotes/miscellaneous'],['negative'],Your money could easily be better spent elsewhere  Anywhere .,1,0
['service'],['negative'],"I have tried to make reservations, but both times, the hostess didn't have my name.",1,0
['anecdotes/miscellaneous'],['neutral'],"As there were so many to choose from we wandered up and down the street looking in the windows and such noticicing many empty seats ,except at Taj Mahal.",1,0
['anecdotes/miscellaneous'],['neutral'],"We try frequenting new restaurants all over the city, but any time that we  visit a restaurant other than Roth's we are always disappointed.",1,0
['price'],['positive'],For two people with tip was less than dollar 25 bucks.,1,0
['service'],['negative'],"Told us to sit anywhere, and when we sat he said the table was reserved.",1,0
['anecdotes/miscellaneous'],['positive'],"go to any corned indian restaurant, and the little india strip along east 6 st rules supreme!",1,0
"['food', 'price']","['negative', 'negative']","If you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount.",2,0
['service'],['positive'],Service- friendly and attentive.,1,0
['anecdotes/miscellaneous'],['neutral'],I went with my fiance on a Tuesday evening.,1,0
['anecdotes/miscellaneous'],['negative'],I am surprised to say the least and find such practice not worth the effort.,1,0
['food'],['positive'],"Apparently, the good cook works then.",1,0
['anecdotes/miscellaneous'],['positive'],Unbelievable.,1,0
['service'],['negative'],"The service is always bad though, don't expect much of anything from your server, and I would not recommend bringing a date here either.",1,0
['food'],['positive'],The food is great and authentic.,1,0
['ambience'],['positive'],Great romantic place for a date  try to get the corner booth table for a little privacy and to sit close! .,1,0
"['price', 'food']","['negative', 'negative']","For the quality of food, a little too expensive.",2,0
['service'],['negative'],We did have to wait at the bar for approx.,1,0
['food'],['neutral'],The workers there also absolutely load the bagel with cream cheese  gets a little messy .,1,0
['service'],['positive'],An excellent service,1,0
"['anecdotes/miscellaneous', 'ambience']","['negative', 'negative']",If I wanted to deal with a crappy scene and annoying customers I'd go out in Manhattan.,2,0
['anecdotes/miscellaneous'],['neutral'],"Restaurant snobs need not bother, this is a small, neighborhood kind of place.",1,0
['anecdotes/miscellaneous'],['positive'],Try it side by side and there's no comparison.,1,0
['anecdotes/miscellaneous'],['neutral'],The one on the east side is much better than the one on the west side.,1,0
['food'],['positive'],"For years, I thought Tuscan cuisine was the best, but Salvatore converted me to the hearty Neapolitan fare on my first visit.",1,0
['anecdotes/miscellaneous'],['neutral'],"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.",1,0
['food'],['positive'],"The wine is always good, the tapas are always yummy, especially with the warm pita bread.",1,0
['anecdotes/miscellaneous'],['positive'],Enjoy!!!,1,0
"['food', 'price']","['positive', 'positive']",all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,2,0
['food'],['positive'],Food is great.,1,0
"['food', 'ambience']","['positive', 'positive']","Decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well.",2,0
['food'],['negative'],"But, they were too big for the bun.",1,0
['anecdotes/miscellaneous'],['positive'],Great neighborhood joint.,1,0
['service'],['negative'],"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",1,0
['food'],['neutral'],The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,1,0
['price'],['positive'],and you can't beat the prices.,1,0
['anecdotes/miscellaneous'],['negative'],"We arrived for dinner expecting to be impressed by a place that has an impressive past - but, that's just it -- the PAST!",1,0
"['food', 'service', 'ambience']","['positive', 'positive', 'positive']","Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.",3,0
['anecdotes/miscellaneous'],['positive'],We were not dissappointed in the least bit by this little gem.,1,0
['food'],['negative'],The food was actually aweful.,1,0
['anecdotes/miscellaneous'],['neutral'], La Rosa is connected by a swinging door to the Mexican restaurant Pacifico .,1,0
['ambience'],['positive'],Decor is charming.,1,0
['anecdotes/miscellaneous'],['negative'],it is not consistent.,1,0
['service'],['positive'],Service has always been friendly and efficient.,1,0
['food'],['positive'],"Plus, on Wednesday nights the house wine is unlimited!",1,0
['ambience'],['positive'],"THR AT MOSHPHERE IS COMPACT, MODERN, YET COZY.",1,0
['food'],['positive'],"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",1,0
['anecdotes/miscellaneous'],['neutral'],"strike up a conversation with the attorney next to you, or with the local union worker on the other side.",1,0
['food'],['positive'],And the food was fantastic.,1,0
['food'],['negative'],"Really though, where's the seasoning?",1,0
['anecdotes/miscellaneous'],['negative'],Don't eat here unless you're starving for thai food and you work next door.,1,0
['ambience'],['positive'],The dining room is quietly elegant with no music to shout over -- how refreshing!,1,0
['anecdotes/miscellaneous'],['negative'],Anyone who ever dined at a thai restaurant is in for a huge disappointment.,1,0
['service'],['positive'],Everyone treats you like you were part of the family.,1,0
['anecdotes/miscellaneous'],['neutral'],"I don't know about you guys, but when I go somewhere to eat I go for the food not for the atmosphere.",1,0
['anecdotes/miscellaneous'],['neutral'],This Thai restaurant is a couple blocks away from Sripraphai  another delicious Thai restaurant .,1,0
['food'],['positive'],i recommend the thai popcorn : ,1,0
['food'],['positive'],The rice to fish ration was also good--they didn't try to overpack the rice.,1,0
['price'],['positive'],It's a great place to pick up a cheap lunch or dinner.,1,0
['service'],['positive'],We walked in on a Wednesday night and were seated promptly.,1,0
['food'],['negative'],They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,1,0
['food'],['negative'],One should not go to Lucky Strike for the food.,1,0
['food'],['positive'],Obv caviar is top of the line but the rest of the menu is so diverse it gives you a chance to taste so manydifferent varietys.,1,0
['service'],['negative'],"Note that they do not serve beer, you must bring your own.",1,0
"['food', 'ambience']","['positive', 'positive']","This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",2,0
['ambience'],['positive'],"I can't wait for summer, when they serve outside on their gigantic patio.",1,0
['ambience'],['negative'],"Behind this counter, two men are squeezed in.",1,0
"['price', 'food']","['negative', 'negative']","Considering their price of dollar 6.25 for lunch special, the dish was ridiculously small.",2,0
['anecdotes/miscellaneous'],['positive'],A defitely must visit.,1,0
['food'],['negative'],The fish was not fresh and the rice tasted old and stale.,1,0
['food'],['neutral'],"In terms of the food itself -- nothing special, we limited ourselves to several appetizers.",1,0
['food'],['positive'],I really loved the different and inovated touch that's the cheff gives to the food.,1,0
['anecdotes/miscellaneous'],['negative'],I DO NOT RECOMMEND THE HEARTLAND BREWERY.,1,0
['service'],['positive'],The people that work there are always so friendly you forget you are in New York sometimes.,1,0
['food'],['neutral'],The scallion pancakes and fried dumplings were nothing out of the ordinary.,1,0
"['ambience', 'price']","['negative', 'negative']",For those prices and the dressed up atmosphere you expect more and should get more.,2,0
"['anecdotes/miscellaneous', 'price']","['negative', 'negative']",The catch is that you are charged extra for ANYTHING that you leave on your plate so don't be a greedy pig!,2,0
['anecdotes/miscellaneous'],['positive'],Definitely a neighborhood favorite.,1,0
['food'],['positive'],"However, looking at the table next to ours, we both sort of wished we had ordered pizza, which looked PERRRRRRRRRFECT.",1,0
['anecdotes/miscellaneous'],['positive'],I will be going back and heartily recommend it!,1,0
"['food', 'service']","['positive', 'positive']","Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.",2,0
['anecdotes/miscellaneous'],['positive'],I will definetly be going back.,1,0
['food'],['positive'],I had never had Edamame pureed before but I thought it was innovative and tasty  could've used a bit more salt .,1,0
['anecdotes/miscellaneous'],['positive'],"Again, if you are in this neighborhood - by all means, come here.",1,0
['anecdotes/miscellaneous'],['positive'],My boyfriend and I have been to The Minnow four times now and we have consistently been impressed.,1,0
['anecdotes/miscellaneous'],['positive'],But trust me it is so worth it.,1,0
['anecdotes/miscellaneous'],['neutral'],Ive passed by the spot tons of times always wanting to go in.,1,0
['food'],['positive'],Chinese Desserts are known for healthful benefits in addition to the sweetness.,1,0
['food'],['positive'],We also had shared a house salad that was fresh.,1,0
['anecdotes/miscellaneous'],['neutral'],I went to Ruby Foo's after work with a group of 6.,1,0
['food'],['positive'],Wow over 100 beers to choose from.,1,0
['food'],['positive'],"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",1,0
['anecdotes/miscellaneous'],['positive'],I recommend this place to everyone who asks me where to go for a good meal.,1,0
['anecdotes/miscellaneous'],['neutral'],"I wasn't there for the Half-Price Saturday Night Special, but Tuesday Night.",1,0
['ambience'],['neutral'],"It's true, you feel like your in a scene from Goodfellas.",1,0
['price'],['negative'],But the pizza is way to expensive.,1,0
['anecdotes/miscellaneous'],['positive'],You cannot go wrong at the Red Eye Grill.,1,0
['service'],['negative'],"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",1,0
['anecdotes/miscellaneous'],['neutral'],I went there with my friend last saturday.,1,0
['food'],['positive'],"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",1,0
['food'],['positive'],The food is awesome - definitely try the striped bass.,1,0
"['food', 'ambience']","['positive', 'positive']","The food was very good, a great deal, and the place its self was great.",2,0
['food'],['positive'],"Best Italian food I ever had  and being Italian, that means alot .",1,0
['anecdotes/miscellaneous'],['neutral'],I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people.,1,0
['anecdotes/miscellaneous'],['neutral'],from an English speaking staff.,1,0
['food'],['positive'],"great food, lt's of it, more then one person can eat!",1,0
['ambience'],['positive'],This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,1,0
['anecdotes/miscellaneous'],['positive'],We always go there on the weekends and leave extremely full and satisfied.,1,0
['anecdotes/miscellaneous'],['positive'],I'll be back soon.,1,0
['service'],['negative'],I also ordered for delivery and the restaurant forgot half the order.,1,0
['food'],['negative'],"Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.",1,0
['service'],['positive'],"Most of the servers are very attentive, friendly and quite attractive.",1,0
