text,ambience,anecdotes/miscellaneous,food,service,price
Very popular style Izakaya  Sake and small portion of sake-friendly dishes  .,0,0,1,0,0
"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.",0,0,1,0,1
"To speak of the Park Side, words can not describe.",0,1,0,0,0
Service was prompt and courteous.,0,0,0,1,0
They had scrapped the bottom of the vessel in which they make the rice -RESULT - WE HAD LARGE CHUNKS OF BURNT RICE IN OUR SERVING BOWL.,0,0,1,0,0
"Over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason.",0,0,1,1,0
I had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.,0,1,0,0,0
"I am Indian, and I have tried many Indian places in NY.",0,1,0,0,0
We had champagne and caviar and felt like princesses!,0,0,1,0,0
The wine list is also really nice.,0,0,1,0,0
The aesthetics of this place are like an airport lounge.,1,0,0,0,0
Murray won't do it.,0,0,0,1,0
"The food is outstanding and the service is quick, friendly and very professional.",0,0,1,1,0
service was efficient courteous.,0,0,0,1,0
"The entree was bland and small, dessert was not inspired.",0,0,1,0,0
Mermaid Inn is an overall good restaurant with really good seafood.,0,1,1,0,0
Very good value,0,1,0,0,0
I've been several times and am totally smitten.,0,1,0,0,0
Dahkin also offers prix fixe lunch and buffet.,0,0,1,0,0
I came here with my boyfriend for our anniversary because it was highly recommended to him by a friend.,0,1,0,0,0
THE BEST PLACE TO BRING KIDS OR ANY FRIENDS WHO WANT TO DO SOMETHING DIFFERENT.,0,1,0,0,0
"Okay, so I never write but there doesn't seem to fair balance of positive to negative reviews concerning Green Bo and it's time to speak up - I live in Chinatown.",0,1,0,0,0
"The staff has always been attentive and kind, and I've always been amazed at how they've handled all the various different group sizes that come in.",0,0,0,1,0
I would definitely go back -- if only for some of those exotic martinis on the blackboard.,0,0,1,0,0
"The staff was accomodating, the food was absolutely delicious and the place is lovely.",1,0,1,1,0
"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~dollar 55.00, not including tip.",0,0,1,0,1
It was wonderful.,0,1,0,0,0
I ordered a Chicken Teriyaki dish and found that the chicken was extremely dry.,0,0,1,0,0
now if they could only get a toaster.,0,1,0,0,0
yourself a favor and have dinner here and see if you dont agree with me.,0,1,0,0,0
"Get your food to go, find a bench, and kick back with a plate of dumplings.",0,1,0,0,0
I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,1,0,0,1,0
The pickles were great addition.,0,0,1,0,0
One of the earlier people commenting on the restaurant did not get the that some experimenting is going on with the menu in a positive way.,0,1,0,0,0
"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",0,1,0,0,0
I'm not picky - but it was actually gross.,0,0,1,0,0
"The dollar 300 bill was a bit steep, but the experience was great.",0,0,0,0,1
"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",0,0,1,1,0
It takes forever to get a drink and they almost always forget to bring something  although they dont forget to charge you for it.,0,0,0,1,0
Look elsewhere.,0,1,0,0,0
"The Bagels have an outstanding taste with a terrific texture, both chewy yet not gummy.",0,0,1,0,0
My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,0,1,0,0,0
"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!",1,0,1,1,0
The service was ok.,0,0,0,1,0
The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,0,0,1,0,1
Enjoy!,0,1,0,0,0
"Looking from the outside in, one would hesitate to enter this hole in the wall  really, that's what it is .",1,0,0,0,0
We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.,0,0,1,0,0
"If you want some roast duck, pork or chicken on rice with ginger, try them out!",0,0,1,0,0
All the food was hot tasty.,0,0,1,0,0
Its an excellent place to relax and the food is one of the best in the city of New York.,1,0,1,0,0
"Do not get the Go Go Hamburgers, no matter what the reviews say.",0,0,1,0,0
It is the best hidden spot there and I rave about it to everyone.,0,1,0,0,0
This has got to be one of the most overrated restaurants in Brooklyn.,0,1,0,0,0
Save yourself the time and trouble and skip this one!,0,1,0,0,0
I have been coming to this neighborhood spot for years.,0,1,0,0,0
This lovely French-Asian fusion restaurant stands out amongst other great restaurants on Smith Street.,0,1,0,0,0
For sure i will keep coming back because i feel really this restaurant deserves.,0,1,0,0,0
I've eaten at many different Indian restaurants.,0,1,0,0,0
"Obviously the Chinese translation of this place does not mean Big Wong, it actually means Great Prosperity.",0,1,0,0,0
I plan on stopping by next week as well.,0,1,0,0,0
i went to utsav about a yr ago with my family.,0,1,0,0,0
Not worth it.,0,1,0,0,0
Will give it another chance before I write it off.,0,1,0,0,0
"Both are delicious, the cooks are friendly and are willing to take a moment and speak to you and shake your hand.",0,0,1,1,0
"Not only is the cuisine the best around, the service has always been attentive and charming.",0,0,1,1,0
Love Pizza 33..,0,1,0,0,0
"It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.",1,0,1,0,0
All pretty good.,0,1,0,0,0
Good luck getting a table.,0,1,0,0,0
I cannot imagine better Indian food in all of the city.,0,0,1,0,0
My roommate and I LOVE this place.,0,1,0,0,0
Will have to return to try the chocolate!,0,1,0,0,0
Ess-A-Bagel  either by Sty-town or midtown  is by far the best bagel in NY.,0,0,1,0,0
"Hopefully next time, I will save room for dessert.",0,0,1,0,0
"Oh, don't even let me start with how expensive the bills were!",0,0,0,0,1
"If that's a problem, go to McDonald's and destroy your insides.",0,1,0,0,0
"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",1,0,1,1,0
Amma is nothing special.,0,1,0,0,0
And the prices were way to high for what you get.,0,0,0,0,1
for out-of-towners who will get a big thrill out of the location!,0,1,0,0,0
Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,1,0,1,0,0
I started out with a Bombay beer which was big enough for two.,0,0,1,0,0
i dont how this place is still running.,0,1,0,0,0
The owner truly caters to all your needs.,0,0,0,1,0
The food is nothing like its menu description.,0,0,1,0,0
A hearty two thumbs up!,0,1,0,0,0
I go twice a month!,0,1,0,0,0
We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,0,1,0,1,0
"First off, the waitress was completely unattentive the 2 times we saw her odd in a restaurant with 6 tables  and got our order wrong.",0,0,0,1,0
We didn't get drink refills and she didn't even offer us the option of dessert.,0,0,0,1,0
It's just O.K. pizza.,0,0,1,0,0
Horrible food and Horrible service.,0,0,1,1,0
"Anyways, if you're in the neighborhood to eat good food, I wouldn't waste my time trying to find something, rather go across the street to Tamari.",0,0,1,0,0
It's called Gnochi alla nona and is found under Chef Specials.,0,0,1,0,0
We got in line and were served while in line a bannan fritter.,0,1,0,0,0
Knowledge of the chef and the waitress are below average.,0,0,1,1,0
I just wonder how you can have such a delicious meal for such little money.,0,0,1,0,1
"It's really a takeaway place, I wouldn't sit if I could take it home.",0,1,0,0,0
My friends and I were on vacation in NY and was referred to Chance by a friend.,0,1,0,0,0
Its a great place for a casual date or to entertain clients for lunch.,0,1,0,0,0
I live a block away and go to Patsy's frequently.,0,1,0,0,0
And I would have to agree with the masses in terms of service - delivery is their Achilles' heel.,0,0,0,1,0
The staff is also attentive and friendly.,0,0,0,1,0
Ballato's is consistently delicious authentic italian food.,0,0,1,0,0
"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",0,0,0,1,0
"Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.",0,0,0,1,0
"The food is wonderful, tasty and filling, and the service is professional and friendly.",0,0,1,1,0
The noodle and rices dishes taste great.,0,0,1,0,0
In China the phrase for a good restaurant is hot and loud.,0,1,0,0,0
"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",1,0,1,1,1
"The palak paneer was standard, and I was not a fan of the malai kofta.",0,0,1,0,0
My friend's food was also the complete opposite of what it's supposed to taste like  aND look like .,0,0,1,0,0
The two star chefs left quite some time ago to open their own place.,0,1,0,0,0
"The menu was impressive with selections ranging from a burger, to steak, to escargot.",0,0,1,0,0
"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.",1,0,0,0,0
"My wife and I also enjoyed the spinach, the Shanghai low mein, and other attractions.",0,0,1,0,0
"They do cater to American palates, but if you like it hot let them know and they are more than willing to oblige!",0,0,1,1,0
"Its not curry in a slurry crap, and regular run of the mill food.",0,0,1,0,0
"whoever the jazz duo was, they were on POINT.",1,0,0,0,0
Killer Sushi!,0,0,1,0,0
Sapphire is the only Indian restaurant I go to when I'm in NYC.,0,1,0,0,0
"I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken.",0,0,1,0,0
"All in all, I don't see how you can go wrong.",0,1,0,0,0
But the coconut rice was good.,0,0,1,0,0
But that is highly forgivable.,0,1,0,0,0
I go at least 3 times a month and have never been disappointed.,0,1,0,0,0
After passing by this restaurant for sometime I finally decided to go in and have dinner.,0,1,0,0,0
"the food was undercooked-the sauce watery, and the vegetables raw.",0,0,1,0,0
Great pizza for lunch place.,0,0,1,0,0
OU MUST TRY THIS RESTAURANT.,0,1,0,0,0
Big thumbs up!,0,1,0,0,0
"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",1,0,1,1,0
I ordered a Lassi and asked 4 times for it but never got it.,0,0,0,1,0
My boyfriend and I recently had an early dinner at Artisanal and was satisfied with our experience.,0,1,0,0,0
I have eaten there 3-4 times and the food was always good.,0,0,1,0,0
I cannot imagine you not rushing out to eat there.,0,1,0,0,0
Look foward to trying the Ruben upon returning.,0,1,0,0,0
I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,0,0,1,1,0
Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.,1,0,0,0,0
Once for dinner and once for brunch.,0,1,0,0,0
What for?,0,1,0,0,0
"If you are a carnivore, come hungry and you will leave more satisfied than you have ever been.",0,1,0,0,0
It hits the spot every time,0,1,0,0,0
We had Pam's special fried fish and it was amazing.,0,0,1,0,0
Love YUKA.,0,1,0,0,0
This is one of my favorite restaurants and it is not to be missed.,0,1,0,0,0
"We have never had any problems with charging the meal or the tip, and the food was delivered quickly, but we live only a few minutes walk from them.",0,0,0,1,0
"The staff has always been friendly without seeming grating, and the chef has greeted us on a couple of occasions.",0,0,0,1,0
"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion  and kitchen's precise execution  is most evident in the fish dishes and soups.",0,0,1,0,0
"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",0,0,1,0,0
It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,0,0,1,0,0
I went to Amma after a friend recommended it.,0,1,0,0,0
"In fact, you can't miss it.",0,1,0,0,0
The spicy Tuna roll is huge and probably the best that I've had at this price range.,0,0,1,0,1
The best thing I tasted were the lambchops.,0,0,1,0,0
"If you are in a big group, this place is perfect because it recomends sharing - they have lazy susans on most tables - even families can feel comfortable here.",1,0,0,0,0
My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,0,1,1,0,0
"To give you an idea of how good we thought it was, we ended up going to Ping's three weekends in a row!!!",0,1,0,0,0
I got enough reasons to keep coming back!!!,0,1,0,0,0
We will return many times for this oasis in mid-town.,0,1,0,0,0
I live in the neightborhood and am a regular.,0,1,0,0,0
Thanks Bloom's for a lovely trip.,0,1,0,0,0
"All in all a wonderful experience, can't wait to come back.",0,1,0,0,0
"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.",0,0,1,0,0
"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",0,0,1,0,0
"We only ordered desserts and drinks, but no refills were offered.",0,0,0,1,0
They are opening two more places as i saw a flyer there one in Yonkers which is a restraunt and banquet hall and another one in parsipanny new jersey.,0,1,0,0,0
The service is fine and they allow you to enjoy the view.,1,0,0,1,0
"The food was not fresh, the sauces were bland and very oily.",0,0,1,0,0
"I am so coming back here again, as much as I can.",0,1,0,0,0
The characters really make for an enjoyable experience.,1,0,0,0,0
Has the chef and owner changed???,0,0,0,1,0
Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,0,0,1,0,0
But the staff was so horrible to us.,0,0,0,1,0
"The place is sleek, modern and playfull and i will return again frequently.",1,0,0,0,0
Good for casual dinner with jeans and sneakers.,0,1,0,0,0
We ate at this Thai place following the reviews but very unhappy with the foods.,0,1,1,0,0
None of that yucky whipped stuff.,0,0,1,0,0
"Normally that would be improper, however they were all delicious and my host did not complain.",0,0,1,0,0
Don't leave without trying One Night in Tokyo.,0,1,0,0,0
THE FOOD PORTIONS ARE REALLY LARGE.,0,0,1,0,0
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",0,0,1,0,0
"Seriously, this is the best all you can eat in town- As everyone says, the Spicy Tuna hand rolls are the best- have 4 of these, and you've broken even.",0,0,1,0,0
"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",0,0,1,0,0
GO HERE.,0,1,0,0,0
"Just remember, the later you go, the longer you may have to wait.",0,1,0,0,0
All we received was an apology as we left to see our show without dinner.,0,0,0,1,0
This is by far my favorite place in the neighborhood.,0,1,0,0,0
"Admittedly, this is not the place for gigantic pieces of fish overflowing the plate  and thank goodness, in my opinion  but for simple, elegant sushi there is no better place in New York or anywhere in the US.",0,0,1,0,0
On a monthly basis my friends and I get together and have a girls night out.,0,1,0,0,0
Just don't do it.,0,1,0,0,0
The service is descent even when this small place is packed.,0,0,0,1,0
"Food was okay, nothing great.",0,0,1,0,0
"Well, this place is so Ghetto its not even funny.",1,0,0,0,0
"It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect  i.e., surprisingly fresh .",1,0,1,0,0
This is the best thing in Soho.,0,1,0,0,0
"One of my favorites though was the Angry Lobster, a cold lobster salad that was magnificent.",0,0,1,0,0
"So I've never actually been to M proper, but I've had it delivered a few times.",0,1,0,0,0
Best Pastrami I ever had and great portion without being ridiculous.,0,0,1,0,0
I would definently recommend this restaurant.,0,1,0,0,0
"Took my mom for Mother's Day, and the maitre d' was pretty rude.",0,1,0,1,0
I love this place.,0,1,0,0,0
The food at this place is 'gourmet' Indian cuisine.,0,0,1,0,0
Price and quality of fish alone will keep us from making a return visit.,0,0,1,0,1
Your friends will thank you for introducing them to this gem!,0,1,0,0,0
"The food is good, especially their more basic dishes, and the drinks are delicious.",0,0,1,0,0
The lox is always fresh too.,0,0,1,0,0
"This place, which is only a few months old, is perhaps Queens' biggest secret!",0,1,0,0,0
I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,0,0,1,0,0
"We didn't even see a menu, as our waiter described both the specials and the main dishes.",0,0,0,1,0
This place has the best Chinese style BBQ ribs in the city.,0,0,1,0,0
- i asked for them spicy and they were delicious .,0,0,1,0,0
Saul is the best restaurant on Smith Street and in Brooklyn.,0,1,0,0,0
Veal Parmigana - Better than Patsy's!,0,0,1,0,0
The shrimp scampi was excellent and the antipasti were plentiful.,0,0,1,0,0
"The waiters are sweet, the food is tasty and the bill is never too large.",0,0,1,1,1
"Ambiance and music funky, which I enjoy.",1,0,0,0,0
Reasonable prices.,0,0,0,0,1
"The service was excellent, the food was excellent, but the entire experience was very cool.",0,0,1,1,0
"It can be a little confusing as to where one goes to order, but once the food is ordered, you are in for a treat.",0,0,1,0,0
Avoid this place!,0,1,0,0,0
The sauces used are also not that exciting.,0,0,1,0,0
"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for dollar 49.",0,0,0,0,1
People dress in suits or evening gowns as well as shirts jeans.,1,0,0,0,0
The food and staff always surprise me with the new heights they are taken to.,0,0,1,1,0
When we were finally seated our waitress came by twice-1 for our order and 2-for our check.,0,1,0,1,0
And that's no mean feat...,0,1,0,0,0
I've had pizza both times and the caprese salad appetizer.,0,1,0,0,0
I will be going back very soon.,0,1,0,0,0
Your money could easily be better spent elsewhere  Anywhere .,0,1,0,0,0
"I have tried to make reservations, but both times, the hostess didn't have my name.",0,0,0,1,0
"As there were so many to choose from we wandered up and down the street looking in the windows and such noticicing many empty seats ,except at Taj Mahal.",0,1,0,0,0
"We try frequenting new restaurants all over the city, but any time that we  visit a restaurant other than Roth's we are always disappointed.",0,1,0,0,0
For two people with tip was less than dollar 25 bucks.,0,0,0,0,1
"Told us to sit anywhere, and when we sat he said the table was reserved.",0,0,0,1,0
"go to any corned indian restaurant, and the little india strip along east 6 st rules supreme!",0,1,0,0,0
"If you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount.",0,0,1,0,1
Service- friendly and attentive.,0,0,0,1,0
I went with my fiance on a Tuesday evening.,0,1,0,0,0
I am surprised to say the least and find such practice not worth the effort.,0,1,0,0,0
"Apparently, the good cook works then.",0,0,1,0,0
Unbelievable.,0,1,0,0,0
"The service is always bad though, don't expect much of anything from your server, and I would not recommend bringing a date here either.",0,0,0,1,0
The food is great and authentic.,0,0,1,0,0
Great romantic place for a date  try to get the corner booth table for a little privacy and to sit close! .,1,0,0,0,0
"For the quality of food, a little too expensive.",0,0,1,0,1
We did have to wait at the bar for approx.,0,0,0,1,0
The workers there also absolutely load the bagel with cream cheese  gets a little messy .,0,0,1,0,0
An excellent service,0,0,0,1,0
If I wanted to deal with a crappy scene and annoying customers I'd go out in Manhattan.,1,1,0,0,0
"Restaurant snobs need not bother, this is a small, neighborhood kind of place.",0,1,0,0,0
Try it side by side and there's no comparison.,0,1,0,0,0
The one on the east side is much better than the one on the west side.,0,1,0,0,0
"For years, I thought Tuscan cuisine was the best, but Salvatore converted me to the hearty Neapolitan fare on my first visit.",0,0,1,0,0
"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.",0,1,0,0,0
"The wine is always good, the tapas are always yummy, especially with the warm pita bread.",0,0,1,0,0
Enjoy!!!,0,1,0,0,0
all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,0,0,1,0,1
Food is great.,0,0,1,0,0
"Decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well.",1,0,1,0,0
"But, they were too big for the bun.",0,0,1,0,0
Great neighborhood joint.,0,1,0,0,0
"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",0,0,0,1,0
The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,0,0,1,0,0
and you can't beat the prices.,0,0,0,0,1
"We arrived for dinner expecting to be impressed by a place that has an impressive past - but, that's just it -- the PAST!",0,1,0,0,0
"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.",1,0,1,1,0
We were not dissappointed in the least bit by this little gem.,0,1,0,0,0
The food was actually aweful.,0,0,1,0,0
 La Rosa is connected by a swinging door to the Mexican restaurant Pacifico .,0,1,0,0,0
Decor is charming.,1,0,0,0,0
it is not consistent.,0,1,0,0,0
Service has always been friendly and efficient.,0,0,0,1,0
"Plus, on Wednesday nights the house wine is unlimited!",0,0,1,0,0
"THR AT MOSHPHERE IS COMPACT, MODERN, YET COZY.",1,0,0,0,0
"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",0,0,1,0,0
"strike up a conversation with the attorney next to you, or with the local union worker on the other side.",0,1,0,0,0
And the food was fantastic.,0,0,1,0,0
"Really though, where's the seasoning?",0,0,1,0,0
Don't eat here unless you're starving for thai food and you work next door.,0,1,0,0,0
The dining room is quietly elegant with no music to shout over -- how refreshing!,1,0,0,0,0
Anyone who ever dined at a thai restaurant is in for a huge disappointment.,0,1,0,0,0
Everyone treats you like you were part of the family.,0,0,0,1,0
"I don't know about you guys, but when I go somewhere to eat I go for the food not for the atmosphere.",0,1,0,0,0
This Thai restaurant is a couple blocks away from Sripraphai  another delicious Thai restaurant .,0,1,0,0,0
i recommend the thai popcorn : ,0,0,1,0,0
The rice to fish ration was also good--they didn't try to overpack the rice.,0,0,1,0,0
It's a great place to pick up a cheap lunch or dinner.,0,0,0,0,1
We walked in on a Wednesday night and were seated promptly.,0,0,0,1,0
They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,0,0,1,0,0
One should not go to Lucky Strike for the food.,0,0,1,0,0
Obv caviar is top of the line but the rest of the menu is so diverse it gives you a chance to taste so manydifferent varietys.,0,0,1,0,0
"Note that they do not serve beer, you must bring your own.",0,0,0,1,0
"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",1,0,1,0,0
"I can't wait for summer, when they serve outside on their gigantic patio.",1,0,0,0,0
"Behind this counter, two men are squeezed in.",1,0,0,0,0
"Considering their price of dollar 6.25 for lunch special, the dish was ridiculously small.",0,0,1,0,1
A defitely must visit.,0,1,0,0,0
The fish was not fresh and the rice tasted old and stale.,0,0,1,0,0
"In terms of the food itself -- nothing special, we limited ourselves to several appetizers.",0,0,1,0,0
I really loved the different and inovated touch that's the cheff gives to the food.,0,0,1,0,0
I DO NOT RECOMMEND THE HEARTLAND BREWERY.,0,1,0,0,0
The people that work there are always so friendly you forget you are in New York sometimes.,0,0,0,1,0
The scallion pancakes and fried dumplings were nothing out of the ordinary.,0,0,1,0,0
For those prices and the dressed up atmosphere you expect more and should get more.,1,0,0,0,1
The catch is that you are charged extra for ANYTHING that you leave on your plate so don't be a greedy pig!,0,1,0,0,1
Definitely a neighborhood favorite.,0,1,0,0,0
"However, looking at the table next to ours, we both sort of wished we had ordered pizza, which looked PERRRRRRRRRFECT.",0,0,1,0,0
I will be going back and heartily recommend it!,0,1,0,0,0
"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.",0,0,1,1,0
I will definetly be going back.,0,1,0,0,0
I had never had Edamame pureed before but I thought it was innovative and tasty  could've used a bit more salt .,0,0,1,0,0
"Again, if you are in this neighborhood - by all means, come here.",0,1,0,0,0
My boyfriend and I have been to The Minnow four times now and we have consistently been impressed.,0,1,0,0,0
But trust me it is so worth it.,0,1,0,0,0
Ive passed by the spot tons of times always wanting to go in.,0,1,0,0,0
Chinese Desserts are known for healthful benefits in addition to the sweetness.,0,0,1,0,0
We also had shared a house salad that was fresh.,0,0,1,0,0
I went to Ruby Foo's after work with a group of 6.,0,1,0,0,0
Wow over 100 beers to choose from.,0,0,1,0,0
"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",0,0,1,0,0
I recommend this place to everyone who asks me where to go for a good meal.,0,1,0,0,0
"I wasn't there for the Half-Price Saturday Night Special, but Tuesday Night.",0,1,0,0,0
"It's true, you feel like your in a scene from Goodfellas.",1,0,0,0,0
But the pizza is way to expensive.,0,0,0,0,1
You cannot go wrong at the Red Eye Grill.,0,1,0,0,0
"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",0,0,0,1,0
I went there with my friend last saturday.,0,1,0,0,0
"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",0,0,1,0,0
The food is awesome - definitely try the striped bass.,0,0,1,0,0
"The food was very good, a great deal, and the place its self was great.",1,0,1,0,0
"Best Italian food I ever had  and being Italian, that means alot .",0,0,1,0,0
I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people.,0,1,0,0,0
from an English speaking staff.,0,1,0,0,0
"great food, lt's of it, more then one person can eat!",0,0,1,0,0
This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,1,0,0,0,0
We always go there on the weekends and leave extremely full and satisfied.,0,1,0,0,0
I'll be back soon.,0,1,0,0,0
I also ordered for delivery and the restaurant forgot half the order.,0,0,0,1,0
"Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.",0,0,1,0,0
"Most of the servers are very attentive, friendly and quite attractive.",0,0,0,1,0
The service was excellent - friendly and attentive.,0,0,0,1,0
"Oh right, I should probably say something nice.",0,1,0,0,0
This dish is my favorite and I always get it when I go there and never get tired of it.,0,0,1,0,0
"The food was terrific and the service classy, attentive, without being overbearing.",0,0,1,1,0
I highly recommend visiting this restaurant and having dinner and drinks!,0,1,1,0,0
"Last time I went here, the waitress didn't come back after taking our order.",0,0,0,1,0
The food is above average for midtown and sligtly better than some of the other Heartland Breweries in the city.,0,0,1,0,0
"We are very particular about sushi and were both please with every choice which included: ceviche mix  special , crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",0,0,1,0,0
This is one of our all-time favorite.,0,1,0,0,0
"Yeah, it's that good.",0,1,0,0,0
one of the best Chicken Tikka Masala.,0,0,1,0,0
I go back in line like three times on average until I can't walk anymore.,0,1,0,0,0
They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,0,0,0,1,0
The spicy tuna and salmon are the best we've ever had.,0,0,1,0,0
Will never be back.,0,1,0,0,0
I would go back tho.,0,1,0,0,0
I must say the view of NYC is so beautiful!,1,0,0,0,0
Other apetizers and food,0,0,1,0,0
The main downside to the place is the nazi-like guy running it who constantly complains about the noise level.,0,0,0,1,0
"That said, I thought Scalini Fedeli was one of the best dining experiences I've EVER had.",0,1,0,0,0
Finally a reliable Chinese restaurant!,0,1,0,0,0
Too bad Latin Quarters closed.,0,1,0,0,0
"For some reason the place was empty when we got in and remained so for the entire evening, I don't understand why but we had a blast and will definately go back the next time we are in the area.",0,1,0,0,0
"Try the Pad Thai, it's fabulous and their prices are so cheap!",0,0,1,0,1
But this place is a well-oiled machine so they know what they're doing.,0,1,0,0,0
"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",0,0,1,0,0
Bon appettite!!,0,1,0,0,0
Great staff.,0,0,0,1,0
Definitely a once a year treat that I look forward to around the holidays!,0,1,0,0,0
"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",1,0,1,0,0
Fast service.,0,0,0,1,0
"The second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime.",1,0,0,1,0
This is where the aforementioned line was.,0,1,0,0,0
Maybe tomorrow ;- ,0,1,0,0,0
The sake menu should not be overlooked!,0,0,1,0,0
Right off the major deegan you get ladies from all over the city.,1,0,0,0,0
"I also ordered the Change Mojito, which was out of this world.",0,0,1,0,0
"May, the owner always has a smile on her and will warmly greet you.",0,0,0,1,0
Some of the finest latin women you'll see in your life hang out at Jimmy's.,1,0,0,0,0
My friends and I have been going here regularly for two years.,0,1,0,0,0
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,1,0,1,1,0
I went to DF for Valentines Day dinner.,0,1,0,0,0
Stay far away from this place.,0,1,0,0,0
"By far, the best pizza in Manhattan.",0,0,1,0,0
"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",0,0,1,0,0
Was there Friday night.,0,1,0,0,0
It was a very nice surprise.,0,1,0,0,0
We were then shooed inside.,0,0,0,1,0
Open late  well as late as I ever got there and I'm a night person ,0,1,0,0,0
I don't get it either.,0,1,0,0,0
"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",1,0,1,1,0
Highly recommended.,0,1,0,0,0
Heartland Brewery is by far one of the best places in NYC to make new friends and catch up with old ones.,0,1,0,0,0
The hot and sour soup was unbearably hot and tasted of only pepper and nothing else.,0,0,1,0,0
"As a retired hipster, I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late night in the city.",0,1,0,0,0
The food is great and reasonably priced.,0,0,1,0,1
"After a seafood craving, i checked citysearch and chose to go to Fish based on a previous review and the citysearch info.",0,1,0,0,0
